	logFC	logCPM	PValue	FDR	sig	color
OTU290	-1.565015563	9.33446363	1	1	none	none
OTU365	-1.565015563	9.33446363	1	1	none	none
OTU661	-1.565015563	9.33446363	1	1	none	none
OTU939	-1.565015563	9.33446363	1	1	none	none
OTU2215	-1.565015563	9.33446363	1	1	none	none
OTU287	-1.565116195	9.334520832	1	1	none	none
OTU539	-1.565116195	9.334520832	1	1	none	none
OTU731	-1.566171267	9.33515553	1	1	none	none
OTU796	-1.566171267	9.33515553	1	1	none	none
OTU819	-1.566171267	9.33515553	1	1	none	none
OTU938	-1.566171267	9.33515553	1	1	none	none
OTU275	-1.566271976	9.335212751	1	1	none	none
OTU679	-1.566271976	9.335212751	1	1	none	none
OTU92	-1.566523482	9.335369176	1	1	none	none
OTU484	-1.566523482	9.335369176	1	1	none	none
OTU297	-1.566624214	9.335426402	1	1	none	none
OTU552	-1.566624214	9.335426402	1	1	none	none
OTU749	-1.566624214	9.335426402	1	1	none	none
OTU1055	-1.566624214	9.335426402	1	1	none	none
OTU426	-1.567465804	9.335884572	0.502074689	1	none	none
OTU630	-1.567465804	9.335884572	0.502074689	1	none	none
OTU752	-1.567465804	9.335884572	0.502074689	1	none	none
OTU1384	-1.567465804	9.335884572	0.502074689	1	none	none
OTU330	-1.568623372	9.336576943	1	1	none	none
OTU244	-1.568692125	9.336707775	0.502074689	1	none	none
OTU185	-1.568976156	9.336790737	1	1	none	none
OTU229	-1.568976156	9.336790737	1	1	none	none
OTU346	-1.568976156	9.336790737	1	1	none	none
OTU518	-1.568976156	9.336790737	1	1	none	none
OTU769	-1.568976156	9.336790737	1	1	none	none
OTU1312	-1.568976156	9.336790737	1	1	none	none
OTU1355	-1.568976156	9.336790737	1	1	none	none
OTU976	-1.569781827	9.337269553	0.502074689	1	none	none
OTU323	-1.570134883	9.337483423	0.502074689	1	none	none
OTU2252	-1.570134883	9.337483423	0.502074689	1	none	none
OTU190	-1.570488021	9.337697316	0.502074689	1	none	none
OTU233	-1.570488021	9.337697316	0.502074689	1	none	none
OTU445	-1.570488021	9.337697316	0.502074689	1	none	none
OTU449	-1.570488021	9.337697316	0.502074689	1	none	none
OTU660	-1.570488021	9.337697316	0.502074689	1	none	none
OTU1282	-1.570488021	9.337697316	0.502074689	1	none	none
OTU412	-1.571047295	9.338072992	0.502074689	1	none	none
OTU708	-1.571047295	9.338072992	0.502074689	1	none	none
OTU823	-1.571047295	9.338072992	0.502074689	1	none	none
OTU303	-1.572207625	9.338766146	0.502074689	1	none	none
OTU584	-1.572207625	9.338766146	0.502074689	1	none	none
OTU376	-1.572561255	9.338980187	0.502074689	1	none	none
OTU629	-1.572561255	9.338980187	0.502074689	1	none	none
OTU372	-1.574637385	9.340263969	0.502074689	1	none	none
OTU466	-1.574637385	9.340263969	0.502074689	1	none	none
OTU667	-1.574637385	9.340263969	0.502074689	1	none	none
OTU396	-1.973133558	9.384967839	0.502074689	1	none	none
OTU404	-1.973331968	9.385081194	0.502074689	1	none	none
OTU653	-1.973331968	9.385081194	0.502074689	1	none	none
OTU442	-1.975552644	9.386376809	0.502074689	1	none	none
OTU181	-1.976698182	9.387064162	0.502074689	1	none	none
OTU338	-1.976698182	9.387064162	0.502074689	1	none	none
OTU575	-1.976698182	9.387064162	0.502074689	1	none	none
OTU1062	-1.976698182	9.387064162	0.502074689	1	none	none
OTU746	-1.976897043	9.387177621	0.502074689	1	none	none
OTU439	-1.977147095	9.387333249	0.502074689	1	none	none
OTU331	-1.977975476	9.387786668	0.502074689	1	none	none
OTU1694	-1.979102551	9.388551202	0.502074689	1	none	none
OTU259	-1.979222388	9.388531241	0.502074689	1	none	none
OTU288	-1.980270999	9.389162521	0.502074689	1	none	none
OTU551	-1.980270999	9.389162521	0.502074689	1	none	none
OTU358	-1.980621276	9.389375092	0.502074689	1	none	none
OTU380	-1.98163072	9.390019362	0.502074689	1	none	none
OTU158	-1.982701188	9.390574182	0.502074689	1	none	none
OTU464	-1.982701188	9.390574182	0.502074689	1	none	none
OTU714	-1.983052017	9.390786897	0.502074689	1	none	none
OTU955	-1.983052017	9.390786897	0.502074689	1	none	none
OTU1173	-1.983052017	9.390786897	0.502074689	1	none	none
OTU1477	-1.983052017	9.390786897	0.502074689	1	none	none
OTU167	-1.983402926	9.390999636	0.502074689	1	none	none
OTU1614	-1.984203137	9.391475706	0.502074689	1	none	none
OTU589	-1.986267701	9.392753103	0.502074689	1	none	none
OTU682	-1.98753272	9.393554697	0.253112033	1	none	none
OTU756	-1.98753272	9.393554697	0.253112033	1	none	none
OTU163	-2.056489372	9.834841852	0.116667134	1	none	none
OTU344	-2.291523793	9.43493894	0.253112033	1	none	none
OTU1514	-2.294014454	9.436393286	0.253112033	1	none	none
OTU541	-2.297440997	9.438499156	0.253112033	1	none	none
OTU446	-2.297449815	9.438419359	0.253112033	1	none	none
OTU295	-2.297548143	9.438475639	0.253112033	1	none	none
OTU246	-2.299480057	9.439638139	0.253112033	1	none	none
OTU771	-2.300199123	9.440031003	0.253112033	1	none	none
OTU803	-2.300199123	9.440031003	0.253112033	1	none	none
OTU99	-2.301429161	9.440851466	0.253112033	1	none	none
OTU210	-2.301786034	9.440982871	0.253112033	1	none	none
OTU991	-2.30234635	9.441357243	0.253112033	1	none	none
OTU343	-2.305587374	9.443224906	0.253112033	1	none	none
OTU231	-2.30673146	9.443910023	0.253112033	1	none	none
OTU198	-2.308205674	9.444871986	0.253112033	1	none	none
OTU638	-2.308788763	9.445182417	0.253112033	1	none	none
OTU430	-2.554262135	9.484705864	0.253112033	1	none	none
OTU655	-2.555000373	9.485161309	0.253112033	1	none	none
OTU349	-2.55634167	9.485926909	0.253112033	1	none	none
OTU544	-2.55861822	9.487260247	0.128118437	1	none	none
OTU260	-2.55879209	9.487396644	0.128118437	1	none	none
OTU416	-2.560189875	9.488205539	0.253112033	1	none	none
OTU366	-2.565180392	9.491166911	0.128118437	1	none	none
OTU239	-2.567816273	9.492713926	0.128118437	1	none	none
OTU134	-2.569299212	9.493605673	0.128118437	1	none	none
OTU209	-2.788069568	9.539577848	0.128118437	1	none	none
