name	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU508	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__norank
OTU509	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__UCG-009	s__norank
OTU510	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__norank
OTU511	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__norank
OTU512	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_6	s__norank
OTU513	k__Bacteria	p__unidentified_Bacteria	c__Vicinamibacteria	o__Vicinamibacterales	f__norank	g__norank	s__norank
OTU514	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__Aquicella	s__norank
OTU515	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas_sp
OTU516	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__A21b	g__norank	s__norank
OTU517	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_breve
OTU518	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU519	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__norank
OTU520	k__Bacteria	p__Chloroflexi	c__KD4-96	o__norank	f__norank	g__norank	s__norank
OTU521	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__norank	f__norank	g__norank	s__norank
OTU522	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__unidentified_Cyanobacteriia	f__unidentified_Cyanobacteriia	g__Leptolyngbya_ANT.L52.2	s__norank
OTU523	k__Bacteria	p__unidentified_Bacteria	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__norank	s__norank
OTU524	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__norank
OTU525	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Edaphobaculum	s__norank
OTU526	k__Bacteria	p__Cyanobacteria	c__Vampirivibrionia	o__Gastranaerophilales	f__norank	g__norank	s__norank
OTU527	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__Candidatus_Competibacter	s__norank
OTU528	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__EV818SWSAP88	f__norank	g__norank	s__norank
OTU529	k__Bacteria	p__Methylomirabilota	c__Methylomirabilia	o__Rokubacteriales	f__norank	g__norank	s__norank
OTU530	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__norank	s__norank
OTU531	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU532	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Isosphaerales	f__Isosphaeraceae	g__Tundrisphaera	s__norank
OTU533	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__norank
OTU534	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank
OTU535	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Corynebacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_tuberculostearicum
OTU536	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__Tetradesmus_obliquus
OTU537	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Isosphaerales	f__Isosphaeraceae	g__norank	s__norank
OTU538	k__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__norank
OTU539	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank
OTU540	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Planctomycetales	f__Rubinisphaeraceae	g__norank	s__norank
OTU541	k__Archaea	p__Crenarchaeota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__norank	s__norank
OTU542	k__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Anaeromyxobacteraceae	g__Anaeromyxobacter	s__norank
OTU543	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Thermomicrobiales	f__JG30-KF-CM45	g__norank	s__norank
OTU544	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__UBA12409	g__norank	s__norank
OTU545	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	s__Agrobacterium_radiobacter
OTU546	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU547	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Tistrellales	f__Geminicoccaceae	g__Candidatus_Alysiosphaera	s__norank
OTU548	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Acanthopleuribacterales	f__Acanthopleuribacteraceae	g__Acanthopleuribacter	s__norank
OTU549	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__norank	g__norank	s__norank
OTU550	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU551	k__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__0319-6G20	f__norank	g__norank	s__norank
OTU552	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_13	s__norank
OTU553	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unidentified_Gammaproteobacteria	f__unidentified_Gammaproteobacteria	g__norank	s__norank
OTU554	k__norank	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU555	k__Bacteria	p__Firmicutes	c__Clostridia	o__unidentified_Clostridia	f__Ethanoligenenaceae	g__norank	s__norank
OTU556	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Competibacterales	f__Competibacteraceae	g__Candidatus_Competibacter	s__norank
OTU557	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae	g__Rheinheimera	s__norank
OTU558	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU559	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU560	k__Archaea	p__Halobacterota	c__Methanosarcinia	o__Methanosarciniales	f__Methanosaetaceae	g__Methanosaeta	s__norank
OTU561	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__norank	s__norank
OTU562	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Candidatus_Stoquefichus	s__norank
OTU563	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU564	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__norank	f__norank	g__norank	s__norank
OTU565	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Schlegelella	s__norank
OTU566	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__Spermatozopsis_exsultans
OTU567	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__norank	s__norank
OTU568	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__norank
OTU569	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__ADurb.Bin180	f__norank	g__norank	s__norank
OTU570	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__norank	s__norank
OTU571	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Enhydrobacter	s__Moraxella_osloensis
OTU572	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU573	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Dinghuibacter	s__norank
OTU574	k__Bacteria	p__Actinobacteriota	c__MB-A2-108	o__norank	f__norank	g__norank	s__norank
OTU575	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Planctomycetales	f__norank	g__norank	s__norank
OTU576	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__norank
OTU577	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__norank	f__norank	g__norank	s__norank
OTU578	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__[Eubacterium]_brachy_group	s__norank
OTU579	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Geobacillus	s__Parageobacillus_toebii
OTU580	k__Bacteria	p__Acidobacteriota	c__Holophagae	o__Subgroup_7	f__norank	g__norank	s__norank
OTU581	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__AAP99	s__norank
OTU582	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Dinghuibacter	s__norank
OTU583	k__Bacteria	p__unidentified_Bacteria	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__norank	s__norank
OTU584	k__Bacteria	p__Chlamydiae	c__unidentified_Chlamydiae	o__Chlamydiales	f__Parachlamydiaceae	g__Neochlamydia	s__norank
OTU585	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__EV818SWSAP88	f__norank	g__norank	s__norank
OTU586	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU587	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s\_\_bacterium\_enrichment\_culture\_clone\_B176
OTU588	k__Bacteria	p__unidentified_Bacteria	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__norank	s__norank
OTU589	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__norank
OTU590	k__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Olsenella	s__Olsenella_scatoligenes
OTU591	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__norank
OTU592	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Leuconostocaceae	g__Weissella	s__Weissella_jogaejeotgali
OTU593	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Thiothrix	s__norank
OTU594	k__Bacteria	p__unidentified_Bacteria	c__Acidimicrobiia	o__Microtrichales	f__Ilumatobacteraceae	g__norank	s__norank
OTU595	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU596	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Azospirillales	f__norank	g__norank	s__norank
OTU597	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Xanthomonas	s__norank
OTU598	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__norank	g__norank	s__norank
OTU599	k__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Vicinamibacterales	f__Vicinamibacteraceae	g__Luteitalea	s__norank
OTU600	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium_sensu_stricto_7	s__Clostridium_thermopalmarium
OTU601	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__norank	g__norank	s__norank
OTU602	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__norank
OTU603	k__Bacteria	p__Modulibacteria	c__Moduliflexia	o__Moduliflexales	f__Moduliflexaceae	g__Candidatus_Moduliflexus	s__norank
OTU604	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__norank
OTU605	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU606	k__Bacteria	p__Cyanobacteria	c__Vampirivibrionia	o__Gastranaerophilales	f__norank	g__norank	s__norank
OTU607	k__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelatoclostridiaceae	g__Erysipelatoclostridium	s__norank
OTU608	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Pirellulales	f__Pirellulaceae	g__norank	s__norank
OTU609	k__Bacteria	p__unidentified_Bacteria	c__Acidobacteriae	o__Acidobacteriales	f__norank	g__norank	s__norank
OTU610	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU611	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU612	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__mle1-7	s__norank
OTU613	k__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__Thermoanaerobaculales	f__Thermoanaerobaculaceae	g__Subgroup_10	s__norank
OTU614	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU615	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__norank	g__norank	s__norank
OTU616	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU617	k__Bacteria	p__Chloroflexi	c__SHA-26	o__norank	f__norank	g__norank	s__norank
OTU618	k__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__Desulfobulbus	s__norank
OTU619	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_aryabhattai
OTU620	k__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Macrococcus	s__Macrococcus_caseolyticus
OTU621	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU622	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__UBA12409	g__norank	s__norank
OTU623	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__norank
OTU624	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridia_UCG-014	f__norank	g__norank	s__norank
OTU625	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatimonadales	f__Gemmatimonadaceae	g__norank	s__norank
OTU626	k__Bacteria	p__Nitrospirota	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__norank	s__norank
OTU627	k__Bacteria	p__Actinobacteriota	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	g__Conexibacter	s__norank
OTU628	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__norank	s__norank
OTU629	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank
OTU630	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU631	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Rubritaleaceae	g__Luteolibacter	s__norank
OTU632	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank
OTU633	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__norank	f__norank	g__norank	s__norank
OTU634	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerosphaera	s__norank
OTU635	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__norank	f__norank	g__norank	s__norank
OTU636	k__Bacteria	p__Chloroflexi	c__AD3	o__norank	f__norank	g__norank	s__norank
OTU637	k__Bacteria	p__Firmicutes	c__Clostridia	o__Peptostreptococcales-Tissierellales	f__Anaerovoracaceae	g__Family_XIII_UCG-001	s__norank
OTU638	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__norank
OTU639	k__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Chloroplast	f__unidentified_Chloroplast	g__unidentified_Chloroplast	s__Teleaulax_amphioxeia
OTU640	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatales	f__Gemmataceae	g__norank	s__norank
OTU641	k__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__norank	s__norank
OTU642	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__DTU089	s__norank
OTU643	k__Bacteria	p__unidentified_Bacteria	c__Thermoleophilia	o__Gaiellales	f__unidentified_Gaiellales	g__unidentified_Gaiellales	s__norank
OTU644	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__RBG-13-54-9	f__norank	g__norank	s__norank
OTU645	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__norank
OTU646	k__Bacteria	p__Actinobacteriota	c__Acidimicrobiia	o__IMCC26256	f__norank	g__norank	s__norank
OTU647	k__Bacteria	p__Desulfobacterota	c__Desulfobaccia	o__Desulfobaccales	f__Desulfobaccaceae	g__Desulfobacca	s__norank
OTU648	k__Bacteria	p__unidentified_Bacteria	c__Gammaproteobacteria	o__Diplorickettsiales	f__Diplorickettsiaceae	g__norank	s__norank
OTU649	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU650	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__Coxiella	s__norank
OTU651	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Denitratisoma	s__norank
OTU652	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Actibacter	s__norank
OTU653	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU654	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatales	f__Gemmataceae	g__unidentified_Gemmataceae	s\_\_bacterium\_enrichment\_culture\_clone\_B145
OTU655	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU656	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Cetobacterium	s__norank
OTU657	k__Bacteria	p__unidentified_Bacteria	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__norank	s__norank
OTU658	k__Bacteria	p__Campilobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__norank
OTU659	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU660	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Tyzzerella	s__norank
OTU661	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Rhodovarius	s__norank
OTU662	k__Bacteria	p__unidentified_Bacteria	c__Saccharimonadia	o__Saccharimonadales	f__Saccharimonadaceae	g__TM7a	s__norank
OTU663	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Blastococcus	s__norank
OTU664	k__Bacteria	p__Myxococcota	c__Polyangia	o__Haliangiales	f__Haliangiaceae	g__Haliangium	s__norank
OTU665	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Psychrilyobacter	s__norank
OTU666	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU667	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__norank	g__norank	s__norank
OTU668	k__Bacteria	p__unidentified_Bacteria	c__Acidobacteriae	o__Acidobacteriales	f__norank	g__norank	s__norank
OTU669	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_NK4A136_group	s__norank
OTU670	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__unidentified_Oscillospirales	g__Hydrogenoanaerobacterium	s__norank
OTU671	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU672	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Thermomonas	s__norank
OTU673	k__Bacteria	p__unidentified_Bacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__norank	s__norank
OTU674	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__norank	s__norank
OTU675	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__norank
OTU676	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
OTU677	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Pantoea	s__Pantoea_ananatis
OTU678	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Aeromonadales	f__norank	g__norank	s__norank
OTU679	k__Bacteria	p__Desulfobacterota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Desulfovirga	s__norank
OTU680	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__SBR1031	f__A4b	g__norank	s__norank
OTU681	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus_lactis
OTU682	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__norank
OTU683	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Caproiciproducens	s__norank
OTU684	k__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	s__norank
OTU685	k__Bacteria	p__Nitrospinota	c__P9X2b3D02	o__norank	f__norank	g__norank	s__norank
OTU686	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU687	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__norank	f__norank	g__norank	s__norank
OTU688	k__Bacteria	p__unidentified_Bacteria	c__Babeliae	o__Babeliales	f__Babeliaceae	g__norank	s__norank
OTU689	k__Bacteria	p__Chloroflexi	c__KD4-96	o__norank	f__norank	g__norank	s__norank
OTU690	k__Bacteria	p__Firmicutes	c__norank	o__norank	f__norank	g__norank	s__norank
OTU691	k__Bacteria	p__norank	c__norank	o__norank	f__norank	g__norank	s__norank
OTU692	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Thermomicrobiales	f__JG30-KF-CM45	g__norank	s__norank
OTU693	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU694	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria_subflava
OTU695	k__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_pseudolongum
OTU696	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__norank	s__norank
OTU697	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__norank
OTU698	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__SC-I-84	g__norank	s__norank
OTU699	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Halieaceae	g__Halioglobus	s__norank
OTU700	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Nitrosomonadaceae	g__mle1-7	s__norank
OTU701	k__Bacteria	p__unidentified_Bacteria	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__norank	s__norank
OTU702	k__Bacteria	p__unidentified_Bacteria	c__Anaerolineae	o__Caldilineales	f__Caldilineaceae	g__norank	s__norank
OTU703	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__1-20	f__norank	g__norank	s__norank
OTU704	k__Bacteria	p__unidentified_Bacteria	c__Thermodesulfovibrionia	o__norank	f__norank	g__norank	s__norank
OTU705	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__norank
OTU706	k__Bacteria	p__Planctomycetes	c__unidentified_Planctomycetes	o__Pirellulales	f__Pirellulaceae	g__Pirellula	s__norank
OTU707	k__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_NK4A136_group	s__norank
OTU708	k__Bacteria	p__unidentified_Bacteria	c__unidentified_Bacteria	o__Gemmatales	f__Gemmataceae	g__norank	s__norank
OTU709	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__IMCC26134	s__norank
OTU710	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__norank
OTU711	k__Bacteria	p__unidentified_Bacteria	c__Oligoflexia	o__Oligoflexales	f__norank	g__norank	s__norank
OTU712	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Muribaculaceae	g__norank	s__norank
