	logFC	logCPM	PValue	FDR	sig	color
OTU661	-1.730435479	9.439058211	0.502074689	1	none	none
OTU939	-1.730435479	9.439058211	0.502074689	1	none	none
OTU2215	-1.730435479	9.439058211	0.502074689	1	none	none
OTU539	-1.730536293	9.439108471	0.502074689	1	none	none
OTU731	-1.731592532	9.439660836	0.502074689	1	none	none
OTU796	-1.731592532	9.439660836	0.502074689	1	none	none
OTU819	-1.731592532	9.439660836	0.502074689	1	none	none
OTU938	-1.731592532	9.439660836	0.502074689	1	none	none
OTU679	-1.731693423	9.439711111	0.502074689	1	none	none
OTU484	-1.731945101	9.439846489	0.502074689	1	none	none
OTU297	-1.732046015	9.439896769	0.502074689	1	none	none
OTU749	-1.732046015	9.439896769	0.502074689	1	none	none
OTU906	-1.732046015	9.439896769	0.502074689	1	none	none
OTU1055	-1.732046015	9.439896769	0.502074689	1	none	none
OTU630	-1.73288953	9.440302411	0.502074689	1	none	none
OTU752	-1.73288953	9.440302411	0.502074689	1	none	none
OTU1384	-1.73288953	9.440302411	0.502074689	1	none	none
OTU330	-1.734048456	9.440905425	0.502074689	1	none	none
OTU244	-1.73411548	9.441006042	0.502074689	1	none	none
OTU185	-1.734401598	9.441091199	0.502074689	1	none	none
OTU229	-1.734401598	9.441091199	0.502074689	1	none	none
OTU346	-1.734401598	9.441091199	0.502074689	1	none	none
OTU518	-1.734401598	9.441091199	0.502074689	1	none	none
OTU769	-1.734401598	9.441091199	0.502074689	1	none	none
OTU1312	-1.734401598	9.441091199	0.502074689	1	none	none
OTU976	-1.735208275	9.441508633	0.502074689	1	none	none
OTU2252	-1.73556169	9.441694469	0.502074689	1	none	none
OTU233	-1.735915188	9.441880324	0.502074689	1	none	none
OTU445	-1.735915188	9.441880324	0.502074689	1	none	none
OTU449	-1.735915188	9.441880324	0.502074689	1	none	none
OTU660	-1.735915188	9.441880324	0.502074689	1	none	none
OTU1282	-1.735915188	9.441880324	0.502074689	1	none	none
OTU412	-1.736474306	9.442201189	0.502074689	1	none	none
OTU463	-1.736474306	9.442201189	0.502074689	1	none	none
OTU492	-1.736474306	9.442201189	0.502074689	1	none	none
OTU708	-1.736474306	9.442201189	0.502074689	1	none	none
OTU823	-1.736474306	9.442201189	0.502074689	1	none	none
OTU303	-1.737636007	9.442804835	0.502074689	1	none	none
OTU391	-1.737636007	9.442804835	0.502074689	1	none	none
OTU584	-1.737636007	9.442804835	0.502074689	1	none	none
OTU759	-1.737636007	9.442804835	0.502074689	1	none	none
OTU324	-1.737989997	9.442990807	0.502074689	1	none	none
OTU376	-1.737989997	9.442990807	0.502074689	1	none	none
OTU629	-1.737989997	9.442990807	0.502074689	1	none	none
OTU466	-1.740067713	9.444102011	0.502074689	1	none	none
OTU667	-1.740067713	9.444102011	0.502074689	1	none	none
OTU300	-2.15842038	9.490594901	0.502074689	1	none	none
OTU364	-2.15842038	9.490594901	0.502074689	1	none	none
OTU404	-2.15842038	9.490594901	0.502074689	1	none	none
OTU653	-2.15842038	9.490594901	0.502074689	1	none	none
OTU224	-2.160743929	9.491780623	0.502074689	1	none	none
OTU181	-2.161791257	9.492330188	0.253112033	1	none	none
OTU338	-2.161791257	9.492330188	0.253112033	1	none	none
OTU575	-2.161791257	9.492330188	0.253112033	1	none	none
OTU1062	-2.161791257	9.492330188	0.253112033	1	none	none
OTU746	-2.161990472	9.492430032	0.253112033	1	none	none
OTU439	-2.162240695	9.492564882	0.502074689	1	none	none
OTU331	-2.163070946	9.492967036	0.253112033	1	none	none
OTU347	-2.163070946	9.492967036	0.253112033	1	none	none
OTU267	-2.164219609	9.493566887	0.253112033	1	none	none
OTU259	-2.164319367	9.493616838	0.253112033	1	none	none
OTU551	-2.165369135	9.49416693	0.253112033	1	none	none
OTU358	-2.165719764	9.494351877	0.253112033	1	none	none
OTU383	-2.16617035	9.494586819	0.253112033	1	none	none
OTU307	-2.167002664	9.494989343	0.253112033	1	none	none
OTU464	-2.167803084	9.495404759	0.253112033	1	none	none
OTU714	-2.168154267	9.495589825	0.253112033	1	none	none
OTU955	-2.168154267	9.495589825	0.253112033	1	none	none
OTU1173	-2.168154267	9.495589825	0.253112033	1	none	none
OTU1477	-2.168154267	9.495589825	0.253112033	1	none	none
OTU167	-2.168505532	9.49577491	0.253112033	1	none	none
OTU1614	-2.169306738	9.4961905	0.253112033	1	none	none
OTU2306	-2.169658269	9.496375645	0.253112033	1	none	none
OTU589	-2.171372872	9.497297511	0.253112033	1	none	none
OTU682	-2.172638467	9.497989136	0.253112033	1	none	none
OTU344	-2.488315385	9.541211918	0.253112033	1	none	none
OTU296	-2.490711539	9.542439745	0.253112033	1	none	none
OTU1514	-2.490809823	9.542489304	0.253112033	1	none	none
OTU483	-2.493111307	9.543668303	0.253112033	1	none	none
OTU446	-2.494249941	9.544265035	0.253112033	1	none	none
OTU295	-2.494348443	9.544314637	0.253112033	1	none	none
OTU246	-2.496282531	9.545329365	0.253112033	1	none	none
OTU771	-2.497003256	9.545678822	0.253112033	1	none	none
OTU803	-2.497003256	9.545678822	0.253112033	1	none	none
OTU262	-2.498493245	9.546460378	0.253112033	1	none	none
