	logFC	logCPM	PValue	FDR	sig	color
OTU313	-1.132395986	9.398246474	1	1	none	none
OTU360	-1.132395986	9.398246474	1	1	none	none
OTU403	-1.132395986	9.398246474	1	1	none	none
OTU474	-1.132395986	9.398246474	1	1	none	none
OTU512	-1.132395986	9.398246474	1	1	none	none
OTU664	-1.132395986	9.398246474	1	1	none	none
OTU674	-1.132395986	9.398246474	1	1	none	none
OTU678	-1.132395986	9.398246474	1	1	none	none
OTU805	-1.132395986	9.398246474	1	1	none	none
OTU832	-1.132395986	9.398246474	1	1	none	none
OTU1039	-1.132395986	9.398246474	1	1	none	none
OTU1258	-1.132395986	9.398246474	1	1	none	none
OTU1388	-1.132395986	9.398246474	1	1	none	none
OTU1392	-1.132395986	9.398246474	1	1	none	none
OTU296	-1.181729745	9.602997864	0.628092823	1	none	none
OTU231	-1.191848207	9.612506992	0.380154705	1	none	none
OTU271	-1.1943809	9.611406651	0.380154705	1	none	none
OTU1099	-1.196423112	9.795063846	0.297147777	1	none	none
OTU198	-1.197325763	9.612923356	0.380154705	1	none	none
OTU504	-1.197339944	9.61293076	0.380154705	1	none	none
OTU274	-1.203991088	9.794343338	0.297147777	1	none	none
OTU177	-1.204131751	9.799005708	0.515832351	1	none	none
OTU194	-1.20693986	9.795864712	0.297147777	1	none	none
OTU129	-1.207087132	10.10666431	0.225043006	1	none	none
OTU1542	-1.38054906	9.838504941	0.187805489	1	none	none
OTU134	-1.460684417	9.659769997	0.380154705	1	none	none
OTU371	-1.468057459	9.661272431	0.224560886	1	none	none
OTU179	-1.47089473	9.66043794	0.224560886	1	none	none
OTU217	-1.746962492	9.448673045	0.502074689	1	none	none
OTU540	-1.746962492	9.448673045	0.502074689	1	none	none
OTU546	-1.746962492	9.448673045	0.502074689	1	none	none
OTU702	-1.746962492	9.448673045	0.502074689	1	none	none
OTU826	-1.746962492	9.448673045	0.502074689	1	none	none
OTU973	-1.746962492	9.448673045	0.502074689	1	none	none
OTU2121	-1.746962492	9.448673045	0.502074689	1	none	none
OTU484	-1.7513933	9.450846335	0.502074689	1	none	none
OTU279	-1.751673639	9.450988406	0.502074689	1	none	none
OTU290	-1.751673639	9.450988406	0.502074689	1	none	none
OTU661	-1.751673639	9.450988406	0.502074689	1	none	none
OTU939	-1.751673639	9.450988406	0.502074689	1	none	none
OTU1011	-1.751673639	9.450988406	0.502074689	1	none	none
OTU2215	-1.751673639	9.450988406	0.502074689	1	none	none
OTU485	-1.753182828	9.451763002	0.502074689	1	none	none
OTU641	-1.753182828	9.451763002	0.502074689	1	none	none
OTU744	-1.753182828	9.451763002	0.502074689	1	none	none
OTU252	-1.753787236	9.452077917	0.502074689	1	none	none
OTU796	-1.753787236	9.452077917	0.502074689	1	none	none
OTU819	-1.753787236	9.452077917	0.502074689	1	none	none
OTU938	-1.753787236	9.452077917	0.502074689	1	none	none
OTU445	-1.755836878	9.453021879	0.502074689	1	none	none
OTU449	-1.755836878	9.453021879	0.502074689	1	none	none
OTU660	-1.755836878	9.453021879	0.502074689	1	none	none
OTU30	-1.756118034	9.453164105	0.502074689	1	none	none
OTU229	-1.756118034	9.453164105	0.502074689	1	none	none
OTU346	-1.756118034	9.453164105	0.502074689	1	none	none
OTU518	-1.756118034	9.453164105	0.502074689	1	none	none
OTU769	-1.756118034	9.453164105	0.502074689	1	none	none
OTU1312	-1.756118034	9.453164105	0.502074689	1	none	none
OTU1355	-1.756118034	9.453164105	0.502074689	1	none	none
OTU630	-1.756399242	9.453306343	0.502074689	1	none	none
OTU1384	-1.756399242	9.453306343	0.502074689	1	none	none
OTU297	-1.757631639	9.453939566	0.502074689	1	none	none
OTU552	-1.757631639	9.453939566	0.502074689	1	none	none
OTU749	-1.757631639	9.453939566	0.502074689	1	none	none
OTU906	-1.757631639	9.453939566	0.502074689	1	none	none
OTU1055	-1.757631639	9.453939566	0.502074689	1	none	none
OTU287	-1.757913129	9.454081863	0.502074689	1	none	none
OTU503	-1.757913129	9.454081863	0.502074689	1	none	none
OTU539	-1.757913129	9.454081863	0.502074689	1	none	none
OTU324	-1.758223524	9.454247372	0.502074689	1	none	none
OTU376	-1.758223524	9.454247372	0.502074689	1	none	none
OTU629	-1.758223524	9.454247372	0.502074689	1	none	none
OTU2252	-1.758237824	9.454254841	0.502074689	1	none	none
OTU412	-1.758505126	9.454389693	0.502074689	1	none	none
OTU463	-1.758505126	9.454389693	0.502074689	1	none	none
OTU492	-1.758505126	9.454389693	0.502074689	1	none	none
OTU708	-1.758505126	9.454389693	0.502074689	1	none	none
OTU823	-1.758505126	9.454389693	0.502074689	1	none	none
OTU330	-1.758519428	9.454397162	0.502074689	1	none	none
OTU1370	-1.759428544	9.454857714	0.502074689	1	none	none
OTU275	-1.760035457	9.45517315	0.502074689	1	none	none
OTU679	-1.760035457	9.45517315	0.502074689	1	none	none
OTU372	-1.760613973	9.455473696	0.502074689	1	none	none
OTU466	-1.760613973	9.455473696	0.502074689	1	none	none
OTU667	-1.760613973	9.455473696	0.502074689	1	none	none
OTU759	-1.760628295	9.45548117	0.502074689	1	none	none
OTU976	-1.760642618	9.455488644	0.502074689	1	none	none
OTU131	-2.182147275	9.50258094	0.502074689	1	none	none
OTU442	-2.18242459	9.50272217	0.502074689	1	none	none
OTU414	-2.183919252	9.503492592	0.502074689	1	none	none
OTU1694	-2.184504527	9.503798584	0.253112033	1	none	none
OTU181	-2.184518673	9.50380601	0.253112033	1	none	none
OTU338	-2.184518673	9.50380601	0.253112033	1	none	none
OTU575	-2.184518673	9.50380601	0.253112033	1	none	none
OTU1062	-2.184518673	9.50380601	0.253112033	1	none	none
OTU331	-2.187085229	9.505023412	0.253112033	1	none	none
OTU347	-2.187085229	9.505023412	0.253112033	1	none	none
OTU439	-2.188305978	9.505653287	0.253112033	1	none	none
OTU224	-2.188584397	9.505794737	0.253112033	1	none	none
OTU267	-2.189185637	9.506108531	0.253112033	1	none	none
OTU364	-2.190085042	9.506566387	0.253112033	1	none	none
OTU404	-2.190085042	9.506566387	0.253112033	1	none	none
OTU653	-2.190085042	9.506566387	0.253112033	1	none	none
OTU1720	-2.190672675	9.506872878	0.253112033	1	none	none
OTU551	-2.191288954	9.507194301	0.253112033	1	none	none
OTU2306	-2.193307775	9.508130299	0.253112033	1	none	none
OTU1173	-2.193587092	9.508271925	0.253112033	1	none	none
OTU1477	-2.193587092	9.508271925	0.253112033	1	none	none
OTU234	-2.193866459	9.508413562	0.253112033	1	none	none
OTU379	-2.193866459	9.508413562	0.253112033	1	none	none
OTU171	-2.195357997	9.509178804	0.253112033	1	none	none
OTU380	-2.195357997	9.509178804	0.253112033	1	none	none
OTU259	-2.195372242	9.509186251	0.253112033	1	none	none
OTU523	-2.19594765	9.509485717	0.253112033	1	none	none
OTU682	-2.19594765	9.509485717	0.253112033	1	none	none
OTU756	-2.19594765	9.509485717	0.253112033	1	none	none
OTU158	-2.195976153	9.509500613	0.253112033	1	none	none
OTU464	-2.195976153	9.509500613	0.253112033	1	none	none
OTU746	-2.196879515	9.509959265	0.253112033	1	none	none
OTU370	-2.19746976	9.510266311	0.253112033	1	none	none
OTU589	-2.198074508	9.510580863	0.253112033	1	none	none
OTU344	-2.50745239	9.550224751	0.253112033	1	none	none
OTU373	-2.50745239	9.550224751	0.253112033	1	none	none
OTU541	-2.514098347	9.553578035	0.253112033	1	none	none
OTU483	-2.516635175	9.554792019	0.253112033	1	none	none
OTU1514	-2.518120068	9.555559219	0.253112033	1	none	none
OTU262	-2.520694351	9.556797883	0.253112033	1	none	none
OTU67	-2.520970284	9.556938592	0.253112033	1	none	none
OTU771	-2.520970284	9.556938592	0.253112033	1	none	none
OTU803	-2.520970284	9.556938592	0.253112033	1	none	none
